UniqueCount	AmbigCount
0	6
0	8
0	11
0	8
0	6
0	10
0	6
0	0
0	0
0	0
2	291
0	27
14	188
0	30
22	23
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	12
0	1
0	0
0	12
0	5
0	0
0	0
0	10
0	7
0	10
0	1
0	5
0	10
0	14
0	1
0	0
0	6
0	5
0	11
0	7
0	52
0	6
0	17
0	26
0	19
12	0
0	32
1	5
0	0
0	0
0	7
0	0
5	28
0	28
0	6
0	7
0	2
0	0
0	1
0	2
0	0
0	5
0	0
0	0
0	5
2	2
0	0
0	5
0	1
0	31
0	29
0	5
0	5
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	15
0	0
0	0
0	10
0	10
0	10
0	10
0	0
0	0
0	0
0	10
0	10
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
60	10
2	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	12
0	0
0	7
0	1
0	10
0	1
0	0
0	11
0	5
0	5
0	4
0	52
0	6
0	17
0	26
0	19
0	32
0	0
0	6
0	7
0	2
0	0
0	2
0	0
0	5
0	0
0	5
0	0
0	0
0	0
0	0
0	15
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
142190	38099
80597	136481
256326	487130
174163	128407
50740	36575
122694	233405
135254	107987
24554	82
43623	16358
324057	57356
165479	15881
35474	12200
152635	663
1	0
2347	557
0	41
0	24
4	438
0	240
0	243
0	108
0	81
0	19
0	22
27	1
5	590
0	456
1437	1048
50	145
0	136
1	2128
1	97103
4	15736
0	113866
0	102673
0	69434
0	89163
0	45827
0	82073
0	85838
0	87737
0	3285
0	2
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
